Edad,ID empleado,Fecha contratacion,Años de experiencia,Viajes realizados,Km totales recorridos,Tiempo de inactividad total,Incidentes de peligro,Renuncia
36,2660df47-f10d-4261-96fb-65a4234995f5,2020-10-24,9,1006,737276,67917,0,0
36,5c80f646-c1ae-45cc-bdd2-02cfa8f67f01,2016-12-15,4,1721,999438,124438,0,1
22,9d088c37-39ec-4773-9f36-5f8d05d21101,2023-01-08,2,690,247143,21595,0,0
42,cad581ad-7b94-45bb-bb2c-9583a083f894,2002-03-17,1,5812,2484209,262705,0,0
46,a65f3c7d-2841-4e88-aaa3-4d374d2fafaf,2023-06-29,17,454,275171,12924,0,0
27,cb4c6ba2-83d7-445d-a94a-b0fb4a487d14,2024-03-01,0,200,153485,11189,0,0
34,c70a776d-4930-42bb-b4f4-475cfc0e4f03,2019-04-07,9,1603,587497,122408,1,1
30,2fa4a908-4efa-411f-b6b9-88a890497517,2020-07-04,4,1228,753821,125863,0,1
32,787c9abd-dc6f-4585-891b-ba4b31dc3af0,2013-07-26,9,3697,1433438,169391,2,1
40,3e93dd68-e23e-4c79-a9d0-3ed0f57f4be3,2005-12-05,1,4671,2115926,149736,1,1
23,6ab19ba1-c942-4168-a58c-0c4aaee18795,2021-07-11,2,1080,433933,57546,0,1
44,1b931761-9143-493f-981f-85211af9e046,2020-09-24,3,1006,465197,63411,0,1
46,21d4d0db-db7b-410a-ac85-777c0f183edb,2013-06-17,18,3127,1044510,144343,1,0
37,ae7d69c9-4997-428c-a57d-32a36709a25a,2011-06-30,2,4347,2057567,137916,4,1
20,66a6bfaf-e530-4128-aed3-de02101ba5a1,2024-03-01,0,273,121305,15789,0,1
32,5000a0f3-0079-4d51-81ab-0cedf080957c,2016-03-19,9,2564,1305562,146125,0,0
49,1b0bb858-6075-4741-84f2-a8bb258e2cd1,2017-04-17,1,2444,1072309,125017,0,1
20,35576437-71a4-48a6-8639-8570a407c049,2024-03-01,0,317,143767,15884,0,1
37,b7e3693a-fdfd-4c0d-aa25-ffc1b73db425,2009-07-20,14,3326,1062588,159054,0,0
30,5247eeb4-fc8b-4e3b-86a4-dc3dfb8f787a,2021-08-30,8,739,358963,41830,0,0
46,7995d8f3-f92b-4cf4-8028-bf4a6ba417cb,1999-02-10,23,6853,3764046,146899,0,0
34,d41e08c5-318c-4981-ae50-1a1504a9d501,2019-11-19,4,1732,478418,85647,0,1
43,3be551a6-22e7-4842-9757-673556a08c50,2023-08-17,12,391,213473,29027,0,1
44,e5d9ddfb-28ab-4738-acbf-b60d0138cb4d,2018-01-20,19,1642,620017,93756,0,0
54,98576ffe-c13d-43f0-840f-152d3319cd7d,2019-03-16,4,1556,764813,51081,0,1
38,5a6410ab-99f8-4723-af2d-9cbe17e91978,2015-01-19,13,1942,1768684,129696,0,0
43,6c06a481-ead9-4148-89ac-c85f908c43dc,2021-07-29,2,748,540090,50997,0,1
28,21c7593c-6c87-4330-b26f-8f827d747aa8,2019-02-28,8,1227,442856,50233,1,1
49,a3bccc83-52e4-4232-9777-50979e7b1fb7,1998-10-24,19,4919,4021995,168155,4,1
33,77a6c89a-c9c5-49c0-87a2-a9f0d77eaa5d,2019-06-16,6,1644,1033699,72181,0,1
35,f3352a1d-26f9-4f87-ac45-19c557e43f04,2021-08-22,7,811,738430,56492,0,0
39,8aebbdb6-3dd6-49a7-a5c2-4e2a8f6cc821,2016-07-27,3,1781,1217951,91211,0,0
27,12d935b9-07f1-4c13-9ffc-22607e022027,2018-09-01,2,1672,571528,99217,0,0
41,18c0d309-96e8-42a6-a966-49732dff2455,2011-10-03,15,3082,1884624,145717,2,0
47,be53308b-e459-4375-be38-6e6830831dc4,2021-06-09,15,894,650126,33850,0,1
42,cdb1da86-ea9a-4e5f-b7dd-61b7691715d5,2012-05-10,12,2929,1567284,207609,1,1
27,3a13af63-783c-4033-b804-130935f3114c,2020-11-22,1,782,676179,55892,0,1
39,45ddb459-f07f-4dc5-8c24-e6709b1523c2,2017-12-15,13,2041,744696,96309,0,1
45,fc9c07e3-3b7b-41d3-b052-dd74076a18a8,2021-05-31,10,745,520309,48478,0,0
24,3e23ce19-25cd-4fa8-9f0b-4997872d0c7c,2020-03-30,0,1056,271048,83781,1,1
31,9d42feac-4e1d-4fc9-85c1-bca6bb996375,2022-03-26,11,617,293425,39829,0,0
47,e16cc98d-352a-4e0c-ba25-42046c2dbcb4,2018-12-19,14,1432,791291,117548,0,0
42,8c31c8a9-1075-40ce-babe-3bc97bb8daf5,2020-12-18,12,865,492308,93001,0,0
43,5acfc981-625c-458f-bddb-6e1cd7250b03,2011-01-23,23,3290,1266891,174697,1,1
54,893494ed-71a5-4c8e-bc64-f43f2f1aa223,2011-04-23,12,3022,1569049,137008,0,0
43,32fd0cf1-7212-4f38-abbb-c8e8622f87c7,2018-06-06,22,1290,925876,57572,1,0
45,058dba81-d919-45d6-ae50-8efafebdb64a,2013-06-09,18,3632,1469504,79149,0,1
60,3dc0af85-ac0f-4803-a777-a1403e556f6d,2004-08-24,25,4663,2659433,264015,0,0
38,9b4a3835-d67b-4223-b77c-a79a2a50288d,2019-02-06,4,1191,904954,64365,0,0
33,d4c3677b-e821-4208-ab4c-84f08ecc63af,2012-04-11,0,3335,1518228,207911,0,1
43,7cf6794e-ace1-40f3-9c70-87f225bb4625,2017-02-15,10,1612,1346843,114137,0,0
43,55f24993-8421-41ac-9ca3-8027467749e5,2019-08-12,0,1641,549300,71688,1,1
35,2701cc68-917e-4982-8680-b9dcf2e83a46,2009-11-09,1,2933,2819206,102580,0,1
31,45fbe079-367b-44b7-b408-c7758044063b,2015-04-04,7,2482,1588896,181634,0,1
58,c140c45f-679d-4540-836f-87d8ab0b9751,2014-03-22,28,3507,1285116,173768,0,0
42,34e38e8f-eca9-479d-ac10-166daecc1f69,2005-09-01,3,4013,2327530,160461,0,0
34,f174fd01-e032-4198-8042-ac48fcc1f3ed,2016-11-27,10,1750,1105481,73872,0,0
47,ba03b9e8-434f-4c86-974d-7d6d0d381226,2014-10-23,26,2799,1504833,136685,0,1
39,2d0fbf4a-1cfd-4422-8966-d860b216f7c0,2008-03-23,14,5518,2707207,248195,0,0
37,8eac844c-22a3-40f6-bfa1-576f6493e724,2011-05-22,14,3292,1221531,211958,1,1
44,685cf7f5-87b9-4c1f-a310-7865032d14b1,2017-01-08,17,2258,1144976,127467,1,0
29,8fe334cf-38d0-4ec7-a977-4c113c3b9315,2018-09-17,2,1322,425860,115811,0,0
42,9539f423-8a7d-4c4c-940d-35c781661ce4,2016-01-17,8,2520,1118602,184639,1,1
55,4aa8c37d-ae23-493c-ae38-5c5713481aae,2024-02-19,34,226,175333,15805,0,1
43,286347e5-0a92-4019-9adb-01bbe8deb62c,2002-01-22,15,6289,1996593,484292,1,1
36,bf25d24e-175b-4643-ba79-0b8f402efb46,2015-05-19,13,1913,793645,107922,0,0
35,6539c3f7-4f44-4034-b948-bb84764b6b88,2015-03-13,15,2585,1338663,174213,0,0
36,be5ed736-839f-4419-a9fd-7bd43e45135f,2014-07-29,3,2301,1783126,106558,1,1
37,ce8c59d6-e910-4e8b-9b2f-fd603779a168,2014-10-24,5,2921,1421775,182006,0,1
36,7eac42e7-6736-454d-b65d-95f1d75ed3fd,2019-07-13,10,1644,406723,94849,0,0
47,6c467345-5325-4ff9-80fc-ba7226b19f66,1997-12-14,0,8341,2140360,383294,0,0
26,f55335c9-8464-4c19-bf71-ff18894fbdbd,2020-06-09,3,1548,617596,144305,0,0
46,4376329e-0e43-4e64-8d1c-f56f2e5c1843,2006-09-25,21,4602,1721107,283467,1,0
36,0174eef8-8bef-44eb-9cab-2f12aeee7f9d,2016-11-23,10,2320,1090023,141354,0,1
43,223cd9d9-efff-4705-b034-3f948dd66b03,2017-07-20,7,1410,1016954,66943,0,0
30,9f7cb153-bb61-47ce-a0a2-01c8f53166dc,2023-07-11,7,516,186180,34462,0,1
50,5e81533f-7236-4793-a26a-01afe57c5d58,2014-01-06,4,3038,2016374,102782,5,1
49,c945f690-35d9-44e3-ae27-b0911a0f189d,2019-01-24,26,1489,885044,105209,0,1
47,53d1a6cb-33bf-44f0-843b-82971665cc06,2006-04-21,2,4641,3078881,210766,1,1
27,02603bdf-e064-4235-bd7f-7f101059d047,2018-01-07,6,2096,1105717,107581,1,1
46,125896af-58ed-4072-abb1-f55e85f876da,2016-04-19,13,2698,1094424,204029,0,0
43,06576fa9-71cf-4300-ae9c-cb00ec2696de,2016-07-07,10,2600,1056509,193834,0,0
27,154b27d6-f255-49fb-b761-c1255ad5ad67,2019-06-24,4,1462,677497,90115,0,1
39,222e9638-468a-472a-b398-4cba7faa93bb,2021-05-01,4,907,566283,63081,0,0
42,4b59be78-c31c-483d-ad7c-4c688f2664f3,2003-09-25,10,6874,2332515,221151,2,0
44,78d0face-2244-4194-a02b-8feccee09f35,2015-06-10,21,2677,1733385,119662,0,0
41,e290f473-7bd3-4518-a78f-6f6c3091725f,2022-01-16,17,817,330976,37435,0,0
42,272f6ed1-1527-46d5-9367-80f05533a8be,2020-04-29,3,1306,648768,68276,0,1
51,91646575-e944-47da-88c8-661d24c7cd02,1997-02-18,21,7698,3395673,230534,2,0
49,40f0c68b-4942-4edd-b38a-0f7ff25863cf,2017-01-02,25,2339,935530,76425,1,0
20,3b392d5d-7f4b-44f5-9a3b-d896b03e120b,2024-03-01,0,263,191182,19288,0,1
37,f966319b-9b44-408e-a353-64d1e9e96df3,2021-07-06,7,1134,420044,86950,0,0
38,794945f2-94d7-4f83-94e0-8f80e2c38418,2020-09-03,0,1383,534020,82515,0,1
25,1a1edb1f-cb29-4453-bbb4-d3e56d2706eb,2019-10-10,5,1332,584535,26263,0,1
40,ba1fe789-c6c0-4bda-a4e8-ad55fd1e35e4,2021-03-17,8,819,510494,47570,0,1
49,faccdcfe-e8fa-4e7f-bd90-4df744acb0a5,2023-08-16,10,411,192487,17157,0,0
31,ae41a7ad-43c7-4257-888e-59c48e5f7b1f,2018-08-28,9,1778,619112,89828,0,1
42,90f2ee9f-8ade-4feb-932c-ebfe855d173b,2005-03-14,6,5172,2304639,306169,0,1
32,90e46f6b-a7e6-4044-8a93-0c4f27495b63,2020-04-04,10,1534,714604,34554,1,1
34,0b441787-be10-4824-bfd2-f5829b438d09,2022-05-17,1,547,440369,27313,0,1
51,ba770c74-03cf-41f3-b48c-4591e46b224d,1995-09-14,23,6617,3787011,270439,2,1
35,aaa2c5a5-e6ac-47dc-b6c8-076f26f09850,2014-01-08,15,3444,1443708,139521,0,0
43,fb1800a2-2e80-4c3f-a600-191a0977d448,2004-08-12,23,6573,2410329,195125,4,0
25,c5143136-36eb-4102-9f4c-999910c70dbf,2020-05-29,5,1164,538130,107118,0,0
54,372e262e-4cdf-4636-abaf-b075ea3ec66b,2003-12-07,30,4475,2143746,239631,4,1
44,91ce9da4-ffef-4480-9d48-2c620d3ae04b,2014-12-11,6,2494,841672,179166,0,0
38,9700e9de-f3a0-4405-ab9e-9a5f3cd03710,2018-05-02,18,1702,733041,113020,0,0
44,d9c45014-c7b9-43c0-940c-ad6b0140a2ff,2006-12-21,23,4703,2806344,188768,0,0
28,33dad3a7-1ce5-430b-aabb-6d96fbf892a2,2018-06-09,4,1498,776526,117225,0,1
49,1933b1a0-d57d-437e-b834-2e427a0b4df2,1996-08-14,12,6516,3360492,355970,0,0
37,798616ff-0d5c-45b4-a450-204564b222b1,2014-07-04,1,2967,1248723,90827,0,1
38,2c64a52e-9f6e-49d3-a680-5296170cca66,2018-11-13,11,1722,1034026,94405,0,0
36,dd146b13-2704-4f60-b836-45216d5b36cf,2016-05-04,11,2465,888675,138052,2,1
35,00b76431-6f71-4896-8159-c294eb6635cc,2014-12-19,6,2424,1386311,115863,0,1
45,fa041b9c-b6ba-4b69-b654-3a66e605cc4f,2013-07-04,10,2702,1466977,178826,0,0
42,aeb26025-d044-4367-86b7-1d50f24153be,2006-10-10,13,4303,2387451,205541,2,0
45,70b1ff14-22eb-4296-b9f0-9e961db30710,2009-07-24,0,5017,2106054,300276,2,1
39,63a598cc-e466-43f8-849b-07d577033a33,2023-12-27,19,282,152466,23235,0,0
44,bf31a6b3-2919-4a92-9436-ad8cb68a6517,2010-07-02,7,3976,2214394,230923,2,1
36,a0aff322-106a-4334-9534-d8bf90c1e30a,2014-01-13,2,2882,1413235,105272,0,1
57,91b446bc-a275-434a-a6a4-e2e249cd29e3,1997-08-22,0,8549,4921447,56103,1,1
27,75b12e7e-8eac-4e2a-9bdb-8cdc3216ac23,2021-04-09,6,920,502760,46350,0,0
50,849ef23a-6c46-4243-9d6e-4652a43dbd83,2007-07-09,26,4341,1377442,307280,3,0
50,4c8fcea5-3b0d-4b1d-a5e9-27be99a854c9,2010-05-27,2,4513,2162541,140329,3,1
33,a4e70add-33d6-426f-b67a-c8b4d534c063,2017-04-05,2,1629,1101008,71607,1,1
57,9f4382a3-3038-483f-b6c6-30a46fb519ff,2022-03-20,17,794,379754,35504,0,1
47,b3ef0b9d-6869-4701-b7ac-87b611d638ac,1999-12-16,5,6076,3031260,393714,4,1
47,1144c357-72b9-4716-a886-a8c2883d8e39,1999-08-08,20,8350,1688414,363625,3,0
40,3df830ae-783b-4c71-9e1b-ecc9b96eaadf,2013-03-19,1,3442,847912,221283,0,1
38,42283743-5813-4fa9-be76-da233368ab2f,2014-02-26,10,2027,1937323,76096,0,0
38,fb441b8b-583c-4a95-a4ea-d92dd648bd61,2023-02-17,7,620,225247,48738,0,0
43,7a1a868b-63dc-4c2b-b444-330428b9ae9f,2010-06-04,11,4206,2300312,96425,2,0
51,f801c132-7ee1-4138-b8f0-da8a5cba41d5,2011-09-24,13,3554,1088163,147948,0,0
41,50a243d8-b938-447f-b181-f91e43b36a95,2009-04-15,3,3447,1543991,150214,0,1
32,1ac70d19-c645-46d3-9d91-c6800da0bfe3,2023-08-08,2,319,230850,21606,0,0
46,861b690d-c82a-4aef-883a-d67abb28553e,2005-09-11,1,5342,2430539,174702,1,0
47,400c80fb-4148-4f58-9bd8-54def5e5c71e,2016-06-04,3,2157,1254498,161738,0,0
45,cc8c2210-b079-4f19-ac4f-40abc6c5ecfb,2007-11-20,25,5330,2201967,241970,1,0
45,0a3f7813-6353-48ff-9655-2c24894b2c0a,2008-07-01,7,3682,2029322,149473,0,1
37,91c93655-8e48-45c0-900e-0ca16ed34493,2020-04-24,5,1337,523796,101135,0,1
32,4328a75c-8b04-4639-a45f-a7206906078a,2018-11-19,1,1375,583776,75837,0,1
33,00b8797b-5558-4ede-848e-c7696df8febb,2013-04-23,10,3267,2001395,125737,1,1
26,0de1dc2d-e511-4cb5-a0d2-146be5a74407,2020-07-14,6,878,803875,64733,0,0
41,3dc2b376-46f1-46bd-b496-c6b02040ac82,2022-09-22,17,585,237811,14446,0,0
39,8e428d58-9e20-4573-afc5-11af40c6afbd,2015-10-04,12,1955,899110,136388,1,1
36,3e1e0cf0-a024-4572-8c5e-be01b0030ee1,2019-03-08,13,1622,703959,78351,0,0
20,c05d4a35-eaf6-43b0-807b-126046ddebdf,2024-03-01,0,228,137690,12137,0,0
30,850b902d-9966-4c92-b2c2-2cbc4e1df43d,2018-01-09,9,2108,874865,176581,0,0
48,2eb3b136-c731-4dca-8bb2-01b2ef43ef49,2023-11-16,23,257,183671,14401,0,0
34,a02edee5-c828-421a-b524-46f35ec47c98,2015-08-31,0,2507,1200828,167799,0,1
42,3592e510-d574-47f9-b1bb-8d1053fbb43e,2008-01-05,11,4620,2135296,218758,5,1
28,555c5d87-d7bb-483e-9a8b-861fe899f2f6,2018-01-08,2,1327,1416807,81501,0,1
51,f9f5ec21-aa1f-449c-bb67-cf5853f787d5,2022-06-16,2,508,304595,30399,0,1
38,16a33c7f-48c5-4898-a8c0-744b7b752500,2018-09-14,16,1470,1135621,76408,0,1
42,8fab59c5-668a-4377-97a0-0210605fbf4a,2014-11-27,0,2786,1745161,185140,0,0
58,5a297df3-1038-419a-8b0c-e1f9714b73d5,2018-12-16,28,2006,884872,136463,0,1
52,17fdf3d8-1a6f-48e4-a453-e5741c688c2f,2011-12-22,32,2583,943891,133390,0,0
37,695a48d2-a7a2-4055-a8be-8725a24f2d50,2022-12-16,8,629,284102,29237,0,1
35,a443fc21-2fee-4540-aad0-f779325a5a1c,2022-06-21,5,764,303883,40931,0,0
37,439b269c-9fd8-4ace-a534-2f69c56d7902,2012-10-21,10,3465,1587155,212221,0,1
44,e91632a6-ec52-466a-8f61-1d15ab22a195,2017-11-13,20,1882,706125,144039,1,1
39,8f89c4c3-69fc-4f50-a8d5-7067645bf642,2010-08-29,4,4697,2174832,210629,0,0
36,01099a46-c36d-49c6-9d49-eadcc964179a,2023-05-26,4,451,276575,17017,0,1
51,69bf4760-9ba0-48d7-91ff-abe1c7126613,2007-11-10,19,5280,2804007,211234,2,0
39,8ca51cf4-ea13-49fc-820c-3a0cfda300be,2016-09-25,18,1862,983511,142669,0,0
58,478912fc-4133-479d-a2a5-8441e1f9a721,2001-01-26,11,7238,2334164,298262,8,1
40,c880169a-ae14-4717-a892-c3f6d141d9f8,2008-07-01,7,5469,2301704,306175,4,0
54,d07fab33-6420-4862-bcb8-b121168080a0,2013-04-13,34,3749,2128709,101975,0,1
42,a0cfc3d0-9bcb-470a-a0ae-bc11edb425f0,2010-06-23,4,3335,1907532,193849,0,1
47,d74a61bf-bd72-435e-8750-65af3953b57b,2018-01-10,2,2185,1006781,88466,0,1
34,d3351aa4-e567-4a21-b383-f9f8c3a2ba3a,2016-01-18,8,1791,1102916,130938,0,1
33,896f2bcf-e66a-4e58-8d4b-95c5172a019b,2023-02-10,0,578,232291,42345,0,1
43,8d021963-ec30-4fbb-a606-6a1be308dbe1,2014-03-06,4,2555,1615882,191936,0,1
47,ea57de4a-ab56-4429-820b-839edbda4a4f,2019-03-28,17,1652,739379,108177,0,0
40,e0cb3c5e-d6f3-402e-9ee9-fdab5f35efae,2006-07-06,13,4529,2604486,171399,2,1
29,8785e447-99da-4e97-92f9-deb3fc630b85,2020-03-01,5,919,713236,49212,0,0
29,66fb8a03-f190-45e0-a081-639403f1b2ef,2018-11-08,3,1365,870832,75344,0,1
28,4043f8b0-a1a1-419a-8de2-83ef83cd52cf,2021-04-14,5,732,559188,39596,0,0
25,0b1e00a9-7e82-48d1-8186-546044132025,2022-09-22,3,597,251047,50818,0,0
40,2d0d838d-4666-4f04-9e6e-ba50be01099b,2020-02-10,16,1543,511116,122311,0,0
49,e566c135-b868-496c-bfc2-2dbc2185aad2,1997-09-27,23,7965,3471794,139014,0,0
39,c28b8a38-2c9c-4fc1-9985-050bef0e9379,2008-12-26,13,4819,2059375,208292,0,0
21,106b344b-445c-4225-a4f2-07ab489ecb35,2024-01-13,1,339,127292,22226,0,1
38,71b5fa99-46a8-4a82-bd55-6f85600637f8,2010-09-26,15,3419,1946105,133621,0,1
38,b7d9baf3-3c53-4cdd-a03d-47b9d5c9cd8f,2016-08-21,2,2187,1316155,129188,0,1
56,6f0ebf00-7e5a-4f2c-aa5e-4eceaaad2f49,2023-09-21,35,370,234515,32190,0,1
28,e93697f8-3cd5-4e36-869e-b38e94d6a3e8,2019-12-11,8,1039,882904,75424,0,0
36,52468737-4132-464f-8c81-22d0510031a5,2022-02-01,5,830,275173,70115,0,0
53,4ba7af11-e27f-46ce-bfb9-b75efc3c548f,2018-01-30,0,2038,664755,98259,0,1
43,59b3fc74-0c83-46ef-9570-63d7ae46d763,2008-03-02,14,4621,2028950,210537,0,0
44,e7c7283a-1036-4f12-b083-288f6aaa21c1,2017-12-31,10,2089,932758,94119,0,0
40,3c89f3ed-42e0-4c34-ac02-7396eb171c07,2006-05-05,15,3764,2275120,194689,0,0
42,8494948a-2c67-4881-81a2-01c864f80037,2009-09-19,12,4539,1725260,230104,3,1
46,a2f9b1fe-acc2-4567-b06d-f96e2bb81203,2002-07-17,2,4819,2690817,264912,1,0
33,7ed95b7d-8061-4788-87c4-59420d588a84,2016-03-04,3,2793,1276376,189265,1,1
47,5082bc04-685b-4b8e-9d96-8f886939c701,2000-09-21,24,5338,2174886,300639,2,0
29,d3eb896e-48de-44b4-a756-5cf1b5f8c05e,2020-11-29,0,1082,834688,49236,0,1
42,cd38f878-ab4b-47ef-acf2-c3e4eee59040,2012-02-04,16,3317,1678917,109554,0,0
41,4981d3f8-8b0e-46d9-866e-cb9e36e656eb,2013-05-04,6,2623,1874738,149032,1,0
35,3a9b4ed2-c5a7-4c97-92f5-d7cf81a8c91b,2010-08-14,7,3425,1613024,243233,0,0
39,dcbfcbb3-6555-4ea0-878b-5e74a70d7042,2021-01-13,10,865,597089,52671,0,0
35,4291456f-6029-4ef3-ad45-612e233f5331,2015-07-03,4,2569,1263407,84645,1,0
31,29449faa-fd94-4cbf-96c1-5282a16d6aa2,2015-11-15,7,2936,1420540,218997,2,1
37,18c1f3a2-5e38-4811-a0b1-c84d324d0f2a,2017-11-17,12,1667,889062,109096,0,0
31,bdc2c083-abb9-4f61-a071-371cfb070a1c,2014-08-18,1,2706,1824433,136254,0,1
42,de856531-86a2-4f0b-b8c1-d3135b3cf593,2015-12-19,8,2838,774935,114457,0,1
30,ff271e3e-77ab-40fe-8ae8-186253ef3034,2022-06-08,8,678,424672,42215,0,1
45,ad5496a5-b25d-437e-83e1-b1986a927219,2009-07-29,18,4740,2046979,235898,0,0
30,2b5aa52a-120c-4204-b6f9-4bfc22eb7f19,2019-12-18,5,1289,510214,88837,0,0
35,1466f42c-872a-47e7-9aa5-ad68ea34c066,2023-12-09,12,302,226762,16015,0,0
35,21f16d33-d5ed-4c7c-bab8-4bf9ca22fb54,2023-02-13,1,420,371928,26129,0,1
50,3cc8c321-a960-4e04-86d3-a0976a5854dd,2018-07-04,3,1337,447707,70809,0,0
42,9aca68bf-a636-4ec7-b9b7-6511a20af1d2,2007-04-03,15,4871,2382221,286326,2,0
38,6c7bb579-2d4f-480a-b4e5-aba63d4ae1ad,2008-02-14,13,5172,2530169,234030,2,0
43,879b5740-baf6-4b4b-98f9-4543465dfb86,2011-08-17,19,2740,1905488,122429,0,0
23,1d34cabf-2a90-4217-b596-7097eacb1498,2023-11-07,0,414,226196,18552,0,0
39,70d9178f-7105-476c-b263-3b1ca76276b1,2014-01-07,10,2619,1850719,138818,0,0
55,3935222d-0b03-421b-91fc-0f5605daed70,1999-05-16,23,6313,3497216,186234,2,0
41,d1c2fdb0-7264-4263-9c72-5c6ed5897856,2008-06-09,4,5240,3251016,129033,0,1
40,c261828a-390d-40af-befd-c2d35538e5cb,2018-05-07,10,2137,1058119,81824,1,0
44,5b75428a-146a-44ce-adc8-00be57b7429f,2021-03-12,15,1029,466735,47226,0,0
47,98b43298-962b-4e19-80a8-e12b5a16f591,1999-11-12,6,5643,2826010,247670,0,0
24,142dc22c-af97-439f-bdee-cc8565fafad5,2020-10-02,1,916,724091,51563,0,0
26,f63896a7-77c2-4484-9dbd-c30bc4a64288,2023-11-05,1,293,138123,30855,0,0
41,e786ac94-e5e2-4a3d-819b-67dc85d3f826,2006-11-18,19,5424,2118401,263178,0,0
34,37bda493-8e86-4364-808d-363561c9569d,2022-10-22,3,542,284848,24516,0,1
50,6fb7802e-a2ae-4795-903d-2a2a3f978bca,2022-05-02,3,804,391319,30611,0,0
37,0099c7d6-ce6c-47a6-b2bf-6828349ce352,2011-04-12,0,2932,1696702,169119,0,1
24,2376014a-20cb-4f98-a99b-020418e07d2e,2022-01-08,0,793,280849,45231,0,1
29,6ae5f2ca-bee7-453b-b167-4eca7c607828,2020-06-09,1,1106,764559,87323,0,1
20,717ef179-6776-4fa4-9f66-961592783413,2024-03-01,0,256,115941,17778,0,1
38,af49bb71-4998-485c-a3b0-06599dac9982,2009-01-25,0,4279,3007665,77213,2,1
38,887385a9-2d27-4a0e-a228-450e19860261,2023-02-17,5,666,278119,31045,0,0
36,6c3dabf4-43ed-4434-aa18-8748c1efeb16,2014-04-26,0,3407,1788354,126776,0,1
48,fcfd9286-b0e6-43eb-afd1-e4892ad64da8,2002-07-23,11,6426,3306671,217445,0,0
49,c680bcd8-bc9e-499d-8592-29c3f7602d7b,2008-03-19,1,3476,2818171,113086,0,1
38,a4adbcdb-19a7-4c41-9742-662cb749042f,2006-06-26,11,5919,2699363,206905,0,0
22,4cbdb92c-c8fb-4398-877e-68f649482938,2022-10-18,2,741,319023,30707,0,1
44,63504867-e491-449b-ba8a-dfe8785663d4,2021-09-01,18,1091,558634,64917,0,1
44,37fad83c-b337-44a1-bb2d-983db53edd66,2019-05-30,5,1453,1153741,87290,0,1
42,14e449bd-10bf-4eef-8d1e-ec31697d2ef8,2006-01-01,19,3977,2298585,260469,1,0
47,8b3f5dd2-e4bf-4de8-968e-c4523b8933a1,1997-04-09,19,8168,4213697,167836,4,1
30,db7c09c9-5187-4e08-8164-b63a28095cce,2023-03-09,0,473,252746,23984,0,0
56,a675afc9-92c5-4a76-a2bf-fab3a92c9b28,2021-04-05,16,909,556831,76269,0,0
32,54039ed4-1f12-423e-86f5-1e59876f4789,2015-01-05,9,2433,1310305,125667,0,0
45,6b9101b8-34c0-44bd-9106-5bf320a18e54,2022-07-23,8,688,168866,52806,0,0
26,45353373-a3d0-4f6f-ac13-9904c8404bb5,2023-10-03,2,326,172002,17804,0,0
32,46b099d1-ee5e-4042-923b-c965da76a105,2013-07-04,8,3304,1830788,156740,0,0
52,eba5022a-9092-4b58-a981-08e097142a2c,2000-12-20,1,6708,2551979,210575,1,0
37,876a5f7b-e672-4bc1-9dcc-a55f237c2692,2009-03-10,17,4105,2472147,186249,0,0
46,0ea6aa20-20e3-479a-8d32-eb912c1efbba,2007-04-07,4,3410,2384334,199975,0,1
41,7daf233e-4f7a-4ec5-b6fe-a541a61dbf00,2017-05-25,0,2481,949489,118567,0,1
39,8f19ae8b-ae34-4338-b37e-884ed9bdc861,2006-12-16,0,4420,2809393,153283,5,1
50,6e1ce24d-6e25-4931-9496-18cee077d6ce,2015-07-06,12,2396,1426205,137323,0,0
38,aff59c00-3317-4f47-a0f2-9c49a6616aab,2019-03-18,16,1484,834425,68483,1,0
25,aa2fb1ba-024d-4ae1-ae42-fe67018c1609,2019-09-27,4,1280,854781,46367,0,0
33,b640be21-3870-4466-84bd-93ceeacf1e58,2015-04-28,12,2767,1316661,156615,0,0
44,2513afba-a86c-48f5-900a-2b5f4d5c8bbe,2002-09-07,13,4151,1793501,216026,1,1
43,e24cff19-de33-46b8-b688-cef038c4b630,2020-08-01,10,1421,534942,82137,0,1
27,28258d89-0a30-4d2c-9a53-b65de89a4cf9,2017-07-03,3,1513,575402,105520,0,1
34,9ce3c657-8e75-4744-a04e-2cc28becf01a,2015-08-05,0,3145,1407451,177800,1,1
35,a9952762-c683-4f48-ba5d-411d75e2c45e,2014-02-25,14,3021,1696061,140365,2,0
37,54983580-9fa4-4f2a-985c-8b14d841962b,2008-08-21,8,3177,2567329,108195,0,0
28,960be4fe-bbaa-46a3-a9ec-dafa8d421897,2021-02-14,4,1070,574352,54176,0,0
34,b390f0d5-63f1-4ac7-abea-7586ab8d8f03,2014-02-05,7,2556,1727688,149174,0,0
34,1480136d-fe18-4d6f-8248-d968b362c988,2015-03-17,11,3204,814221,185864,0,1
46,890db600-c605-4917-86bc-b7d273a130d8,2003-09-13,6,6289,2676534,197227,0,0
46,9ea4708d-6846-4ba1-a238-89bee7ebba3e,2000-11-11,19,6238,2101896,228700,0,0
38,313d6a27-fb85-44d3-a9f2-107938c8fe86,2011-12-08,13,3246,1552684,193362,3,0
36,fe3a5746-3693-4297-a70c-cc014875c5ca,2023-01-31,14,682,364268,39610,0,0
41,5b27bac5-5d90-4136-ac32-4e153b81fcd2,2020-04-28,0,1355,773427,93083,0,1
33,806a82db-cfed-4b5d-822c-d1838666b657,2011-10-10,2,3450,1970989,196977,0,1
